ward,adm_prob,exp_relocations,full_prob
A,0.9312686319973501,291,0.0546448087431694
B,0.7430449069003285,895,0.19398907103825136
C,0.6503277286976347,1035,0.31693989071038253
D,0.9761904761904762,58,0.04644808743169399
E,0.7288477034649476,500,0.2814207650273224
